Tipo de domicilio,Tipo de vialidad,Nombre de vialidad,Número exterior,Número interior,Tipo de asentamiento humano,Nombre del asentamiento humano,Código Postal,Nombre de la localidad,Nombre del Municipio o Delegación,Nombre del Estado o el Distrito Federal,Vialidad posterior (opcional),Descripción de ubicación (opcional),Latitud,Longitud,Horario de atención inicio,Horario de atención término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Horario de recepción inicio,Horario de recepción término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Horario de entrega inicio,Horario de término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Todos los trámites
UMF      45 HIDALGO,,Domicilio Conocido,S/N,,,Col.  ,65600,Hidalgo, Nuevo León,Nuevo León,,,25.9795209,-100.456846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     44 CIENEGA FLORES,,Domicilio Conocido,S/N,,,Col.  ,65550,Cienega de Flores, Nuevo León,Nuevo León,,,25.955113,-100.163749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      48 CD. ANAHUAC,,Domicilio Conocido,S/N,,,Col.  ,65030,Ciudad Anáhuac, Nuevo León,Nuevo León,,,27.2411648,-100.1334335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      47 LAMPAZOS,,Domicilio Conocido,S/N,,,Col.  ,65070,Lampazos, Nuevo León,Nuevo León,,,27.0244594,-100.5080126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      46 VILLA ALDAMA,,Domicilio Conocido,S/N,,,Col.  ,65350,Villaldama, Nuevo León,Nuevo León,,,26.5008192,-100.4259596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      18 HUALAHUISES,,Domicilio Conocido,S/N,,,Col.  ,67880,Hualahuises, Nuevo León,Nuevo León,,,24.8830065,-99.675904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      51 CHINA,,Domicilio Conocido,S/N,,,Col.  ,67050,China, Nuevo León,Nuevo León,,,25.7033306,-99.2365222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      53 GALEANA,,Domicilio Conocido,S/N,,,Col.  ,65030,Galeana, Nuevo León,Nuevo León,,,27.2411648,-100.1334335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      55 DR. ARROYO,,Domicilio Conocido,S/N,,,Col.  ,67900,Dr. Arroyo, Nuevo León,Nuevo León,,,23.6730556,-100.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      50 CERRALVO,,Domicilio Conocido,S/N,,,Col.  ,65900,Cerralvo, Nuevo León,Nuevo León,,,26.0842699,-99.6156011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      49 AGUALEGUAS,,Domicilio Conocido,S/N,,,Col.  ,65800,Agualeguas, Nuevo León,Nuevo León,,,26.3127579,-99.5390776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      54 ARAMBERRI,,Domicilio Conocido,S/N,,,Col.  ,67940,Aramberri, Nuevo León,Nuevo León,,,24.0996619,-99.8110986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      52 SAN RAFAEL,,Domicilio Conocido,S/N,,,Col.  ,65865,Galeana, Nuevo León,Nuevo León,,,22.2383616,-97.8739934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      30 TANLAJAS,,Domicilio Conocido,S/N,,,Col.  ,79810,Tanlajás, San Luis Potosí,San Luis Potosí,,,21.6649219,-98.8854861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  35  AXTLA DE TERRAZAS,,Domicilio Conocido,S/N,,,Col.  ,79930,Axtla de Terrazas, San Luis Potosí,San Luis Potosí,,,21.4414636,-98.8807372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH     18 EL COLORADO,,Domicilio Conocido,S/N,,,Col. Centro ,81351,El Colorado , Sinaloa,Sinaloa,,,25.91194,-109.1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       5 TOPOLOBAMPO,,Domicilio Conocido,S/N,,,Col. Centro ,81370,Topolobampo , Sinaloa,Sinaloa,,,25.91194,-109.1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    19 CABEZON,,Domicilio Conocido,S/N,,,Col. Centro ,81118,El Cabezón , Sinaloa,Sinaloa,,,25.5666987,-108.4673051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    26 LA ENTRADA,,Domicilio Conocido,S/N,,,Col. Centro ,81000,La Entrada , Sinaloa,Sinaloa,,,25.5666987,-108.4673051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     54 MOCORITO,,Domicilio Conocido,S/N,,,Col. Centro ,80800,Mocorito , Sinaloa,Sinaloa,,,25.48204,-107.913498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    43 SAN BLAS,,Domicilio Conocido,S/N,,,Col. Centro ,81800,San Blas , Sinaloa,Sinaloa,,,26.414207,-108.619199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       51 C. LIBERTAD,,Domicilio Conocido,S/N,,,Col.  ,83970,Pitiquito, Sonora,Sonora,,,27.4721575,-109.9631211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      47 ACONCHI,,Domicilio Conocido,S/N,,,Col.  ,84920,Aconchi, Sonora,Sonora,,,29.826097,-110.225453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      46 SAHUARIPA,,Domicilio Conocido,S/N,,,Col.  ,85600,Sahuaripa, Sonora,Sonora,,,29.0544254,-109.2333146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    29 E. FCO. J. MINA,,Domicilio Conocido,S/N,,,,85270,Bacum, Sonora,Sonora,,,27.5528832,-110.0821649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      49 CUMPAS,,Domicilio Conocido,S/N,,,Col.  ,84500,Cumpas, Sonora,Sonora,,,30.0019433,-109.7835676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      16 SAN PEDRO,,Domicilio Conocido,S/N,,,Col.  ,85298,Etchojoa, Sonora,Sonora,,,26.6035771,-109.1746261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      50 ESQUEDA,,Domicilio Conocido,S/N,,,Col.  ,84330,,,Sonora,,,30.7809532,-109.5797899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      43 ROSARIO TESOPACO ,,Domicilio Conocido,S/N,,,Col.  ,85700,Rosario, Sonora,Sonora,,,27.8439632,-109.3710009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      48 MOCTEZUMA,,Domicilio Conocido,S/N,,,Col.  ,84560,Moctezuma, Sonora,Sonora,,,29.8034924,-109.6803106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   23 NACOZARI,,Domicilio Conocido,S/N,,,Col. Americana ," 8400,",Nacozari de García, Sonora,Sonora,,,22.2383616,-97.8739934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      56 E. ORTIZ,,Domicilio Conocido,S/N,,,Col.  ,85550,Guaymas, Sonora,Sonora,,,29.1329575,-110.9833339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      40 F. SARABIA,,Domicilio Conocido,S/N,,,Col.  ,85900,Huatabampo, Sonora,Sonora,,,26.8271492,-109.6418609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      41 P. COLORADO,,Domicilio Conocido,S/N,,,Col.  ,85900,Benito Juarez, Sonora,Sonora,,,26.8271492,-109.6418609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      45 BAHIA LOBOS,,Domicilio Conocido,S/N,,,Col.  ,85515,San Ignacio, Sonora,Sonora,,,27.421862,-110.2459894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      39 ATOTONILCO,,Domicilio Conocido,S/N,,,Col.  ,85275,Guaymas, Sonora,Sonora,,,27.5528832,-110.0821649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      40 MANLIO F.,,Domicilio Conocido,S/N,,,,94250,Manlio Fabio Altamirano Norte, Veracruz Norte, Veracruz Norte,,,19.0940512,-96.3325791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      31 LOS ROBLES,,Domicilio Conocido,S/N,,,,94280,Los Robles Norte, Veracruz Norte, Veracruz Norte,,,19.2601605,-96.5783387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      26 I.PROVIDENCIA,,Domicilio Conocido,S/N,,,Col.  ,94920,Cuichapa Sur, Veracruz Sur, Veracruz Sur,,,17.9356458,-94.2805373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      22 CUATLAPAN,,Domicilio Conocido,S/N,,,Col.  ,94450,Ixtaczoquitlán Sur, Veracruz Sur, Veracruz Sur,,,18.8741113,-97.0646336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      25 S. JOSE ABAJO,,Domicilio Conocido,S/N,,,Col.  ,94905,Cuitláhuac Sur, Veracruz Sur, Veracruz Sur,,,18.7405177,-96.7714661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      59 CHOAPAS,,Domicilio Conocido,S/N,,,Col.  ,96980,Las Choapas Sur, Veracruz Sur, Veracruz Sur,,,17.914794,-94.0912693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     17 LAGUNA CHICA,,Domicilio Conocido,S/N,,,Col.  ,95093,Tezonapa Sur, Veracruz Sur, Veracruz Sur,,,19.2601605,-96.5783387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     27 E. EL REFUGIO,,Domicilio Conocido,S/N,,,Col.  ,94910,Estación el Refugio,Veracruz Sur, Veracruz Sur,,,18.811081,-96.723602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      42 PARAISO NOV.,,Domicilio Conocido,S/N,,,Col.  ,95423,Cosamaloapan Sur, Veracruz Sur, Veracruz Sur,,,18.3667399,-95.7973189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    50 E. CUATOTOLAPAN,,Domicilio Conocido,S/N,,,Col.  ,95855,Hueyapan de Ocampo Sur, Veracruz Sur, Veracruz Sur,,,18.1490044,-95.1434096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    30 PIEDRAS NEGRAS,,Domicilio Conocido,S/N,,,Col.  ,95220,Tlalixcoyan Sur, Veracruz Sur, Veracruz Sur,,,18.7999134,-96.0527306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      28 JOACHIN,,Domicilio Conocido,S/N,,,Col.  ,95200,Tierra Blanca Sur, Veracruz Sur, Veracruz Sur,,,18.447241,-96.356377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  31 TEMAZCAL,,Domicilio Conocido,S/N,,,Col.  ,98430,San Miguel Soyaltepec Sur, Veracruz Sur, Veracruz Sur,,,23.2928674,-102.3523114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      38 TENEJAPAN,,Domicilio Conocido,S/N,,,Col.  ,95595,José Azueta Sur, Veracruz Sur, Veracruz Sur,,,18.0694154,-95.7022461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      29 LOS NARANJOS,,Domicilio Conocido,S/N,,,Col.  ,95415,Cosamaloapan Sur, Veracruz Sur, Veracruz Sur,,,18.3667399,-95.7973189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     53 AGUADULCE,,Domicilio Conocido,S/N,,,Col.  ,96600,Agua Dulce Sur, Veracruz Sur, Veracruz Sur,,,20.3661702,-97.2949631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      55 TEXISTEPEC,,Domicilio Conocido,S/N,,,Col.  ,96180,Texistepec Sur, Veracruz Sur, Veracruz Sur,,,17.8895974,-94.8127169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      54 IXMATLAHUACA,,Domicilio Conocido,S/N,,,Col.  ,96600,Santiago Ixmatlahuacán Sur, Veracruz Sur, Veracruz Sur,,,20.3661702,-97.2949631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     7 LAS COLORADAS,,Domicilio Conocido,S/N,,,,97721, Las Coloradas, Yucatán, Yucatán,,,22.2383616,-97.8739934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      16 KOMCHÉN,,Domicilio Conocido,S/N,,,,97300,Komchén, Yucatán, Yucatán,,,21.0193931,-89.638845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      15 TERMINAL,,Domicilio Conocido,S/N,,,Col.  ,98238,Mazapil, Zacatecas, Zacatecas,,,24.6378747,-101.5532019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      17 COLORADA,,Domicilio Conocido,S/N,,,Col.  ,,lorada, Zacatecas, Zacatecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      35 NORIA ANGELES,,Domicilio Conocido,S/N,,,Col.  ,98880,Noria de Angeles, Zacatecas, Zacatecas,,,22.4420772,-101.9078211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      33 MORELOS,,Domicilio Conocido,S/N,,,Col.  ,98100,Morelos, Zacatecas, Zacatecas,,,22.8625599,-102.613515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      27 JUCHIPILA,,Domicilio Conocido,S/N,,,Col.  ,,pila, Zacatecas, Zacatecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      25 HUANUSCO,,Domicilio Conocido,S/N,,,Col.  ,,Huanusco, Zacatecas, Zacatecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      52 F. PESCADOR,,Domicilio Conocido,S/N,,,Col.  ,98480,Cañitas de F. Pescador, Zacatecas, Zacatecas,,,23.6032471,-102.7264401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  58 JOCOTEPEC,Calle,Donato Guerra ,97,,,Col. Centro ,45800,Jocotepec, Jalisco,Jalisco,,,20.2810022,-103.4339205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   11  COLIMA,Calle,Doroteo López ,442,,,Col. Magisterial ,28030,Colima, Colima,Colima,,,19.2533746,-103.7264536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF 6 OCOTLAN,Calle,Dr. Delgadillo Araujo ,60,,,Col. Florida ,47820,Ocotlán, Jalisco,Jalisco,,,20.3600458,-102.7794346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  72 COCULA,Calle,Dr. Elías Nandino ,83,,,Col. Centro ,48500,Cocula, Jalisco,Jalisco,,,20.363609,-103.8215285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  86 S.MIGUEL ALTO,Calle,Dr. J. Trinidad Martínez ,287,,,Col. Centro ,47140,San Miguel el Alto, Jalisco,Jalisco,,,21.0304944,-102.4109459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  14  ROSALES,Calle,Durango,S/N,,,Col. Centro,,,,Chihuahua,,,18.9630122,-103.9567075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      72 POZA RICA,Calle,Durango,S/N,,,"Col. México,  ",93310, Poza Rica Norte, Veracruz Norte, Veracruz Norte,,,20.5462498,-97.4553626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      64 NOGALES,Calle,Eclipse ,12,,,Col.  ,84093,Nogales, Sonora,Sonora,,,31.2960309,-110.9123849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   6 JUCHITAN,Calle,Efraín R. Gómez ,S/N,,,Col. Centro ,70000,Juchitán de Zaragoza, Oaxaca,Oaxaca,,,16.4333333,-95.0166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    41  FORTUNA,Eje,Eje 4 Norte Fortuna,S/N,,,Col. Magdalena de las Salinas ,7760,Gustavo A. Madero , D.F. ,D.F.,,,19.4913683,-99.1708964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  65 CD. JUAREZ,Ejido,Ejido Galeana,1333,,,Col. Manuel Valdez,,,,Chihuahua,,,17.05803,-96.7313747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      70 TRES ZAPOTES,Calle,Eladio Domínguez,S/N,,,,95835,Tres Zapotes,  Veracruz Norte, Veracruz Norte,,,18.4666667,-95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      31 1o. DE  MAYO,Calle,Emiliano Zapata,S/N,,,,85276,Bacum, Sonora,Sonora,,,27.5528832,-110.0821649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      29 LUIS MOYA,Calle,Emiliano Zapata Oriente,S/N,,,Col.  ,98770,Luis Moya, Zacatecas, Zacatecas,,,22.4339108,-102.2462087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   12 LINARES,Calle,Emilio Carranza,S/N,,,Col.  ,67700,Linares, Nuevo León,Nuevo León,,,24.8892814,-99.5682056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      69 LINCOLN,Calle,Enf. María de Jesús Candía,S/N,,,Col. Valle Verde,64360,Monterrey, Nuevo León,Nuevo León,,,25.6732109,-100.309201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      26 MONTERREY,Calle,Enf. María de Jesús Candía,S/N,,,Col. Valle Verde,64360,Monterrey, Nuevo León,Nuevo León,,,25.6732109,-100.309201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      82 ATENCO,Calle,Enrique Rivas ,S/N,,,,,,, Edo. México Oriente,,,21.5206221,-104.8931534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      44 TLAPACOYAN,Calle,Enríquez ,206,,,Col. Centro ,93650,Tlapacoyan Norte, Veracruz Norte, Veracruz Norte,,,19.9650336,-97.2136026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       245 ACULCO,Calle,Epifanio Sánchez ,6,,,Col. Ex-Hacienda Las Conchitas ,50360,Aculco, Edo. de Méx. Poniente, Edo. México Poniente,,,20.1000293,-99.8302107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   10 SABINAS HGO.,Calle,Escobedo,S/N,,,Col.  ,65200,Sabinas Hidalgo, Nuevo León,Nuevo León,,,26.488132,-100.1997442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH   18 ZAPOTILTIC,Calle,Escobedo ,134,,,Col. Centro ,49600,Zapotiltic, Jalisco,Jalisco,,,19.629104,-103.4163459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       4 LA CONSTANCIA,Calle,Esteban de Antuñano ,6,,,"Col. Luz Obrera, ",72110,Puebla, Puebla,Puebla,,,19.0920325,-98.2356276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      39 MONTERREY,Calle,Estornino,S/N,,,Col. Valle Verde 2o. Sector ,64117,Monterrey, Nuevo León,Nuevo León,,,25.7404291,-100.3808553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  17 SORIA,Calle,Eusebio González,S/N,,,Col. Centro ,38210,Soria, Guanajuato,Guanajuato,,,20.716609,-100.7577044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      12 CADEREYTA,Calle,Ezequiel Montes,S/N,,,Col. Centro ,76500,Cadereyta de Montes, Querétaro,Querétaro,,,20.6970303,-99.8120048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      40 COALCOMAN,Calle,F. J. Mujica ,S/N,,,,,Coalcoman,Michoacán,Michoacán,,,20.0930052,-101.5020334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  64 TAPALPA,Calle,Federico Gálvez ,19,,,Col. Centro ,49340,Tapalpa, Jalisco,Jalisco,,,19.945419,-103.759399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      58 TEPALCATEPEC,Calle,Felipe Carrillo Puerto,8,,,Col. Cerro de la Cruz,,Tepalcatepec,Michoacán,Michoacán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  44 DURANGO,Calle,Felipe Pescador,S/N,,,Col. Zona Centro ,34000,Durango, Durango,Durango,,,24.0342134,-104.6459283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  30 BERMEJILLO,Calle,Ferrocarril,S/N,,,,35230,Mapimí, Durango,Durango,,,25.833708,-103.8487392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 61  LAGUNA DEL REY,Calle,Fidel Velázquez ,S/N,,,Col. Progreso ,27630,Sierra Mojada, Coahuila,Coahuila,,,27.2701522,-103.6928081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  4 ATEMAJAC,Calle,Fidel Velázquez ,1531,,,Col. Sector Hidalgo ,44220,Guadalajara, Jalisco,Jalisco,,,20.68097,-103.3491693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      66 VILLA MAR,Calle,Filiberto Ruíz ,16,,,,,Villamar,Michoacán,Michoacán,,,20.0215014,-102.5949988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  83 LA HUERTA,Calle,Flores Magón ,32,,,Col. Centro ,48850,La Huerta, Jalisco,Jalisco,,,19.4863447,-104.6346305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      70 AYOTLA,Calle,Fracc. José de  la Mora,S/N,,,Fracc. José de la Mora,,,, Edo. México Oriente,,,61.004878,14.537003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  12 ISLA DE CEDROS PUEBLO,Calle,Francisco de Ulloa,81,,,Col. Sector Primaria ,22990,Isla de Cedros, Baja California Sur,Baja California Sur,,,31.8532793,-116.609083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  21 FCO. DEL PASO,Calle,Francisco del Paso y Troncoso ,281,,,Col. Jardín Balbuena ,15900,Venustiano Carranza , D.F. ,D.F.,,,19.4135215,-99.1129476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      16 COL. GUERRERO,Calle,Francisco González Bocanegra ,10,,,Col. Guerrero ,6300,Cuauhtemoc , D.F. ,D.F.,,,19.4466208,-99.1378897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    51 LA ANGOSTURA,Calle,Francisco I Madero ,94 pte.,,,Col. Centro ,81600,Angostura , Sinaloa,Sinaloa,,,25.4132091,-100.9957373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      43 TLALTENANGO,Calle,Francisco I Madero ,231,,,Col. Barrio San Francisco ,99700,Tlaltenango Sánchez Román, Zacatecas, Zacatecas,,,21.7827932,-103.3109628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF 6 PARRAS DE LA FUENTE,Calle,Francisco I. Madero,S/N,,,Col. Zona Centro ,27980,Parras de la F., Coahuila,Coahuila,,,25.4363561,-102.1759794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  27 LAZARO CARDENAS,Calle,Francisco I. Madero,S/N,,,Col. Lázaro Cárdenas,,,,Chihuahua,,,21.9984795,-99.0171209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  38 GUERRERO,Calle,Francisco I. Madero,S/N,,,,,,,Chihuahua,,,19.8477907,-90.5196819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      19 APIZACO,Calle,Francisco I. Madero,601,,,,90300,Apizaco,Tlaxcala,Tlaxcala,,,19.4130465,-98.1392081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       9 CONCEPCION,Calle,Francisco I. Madero,S/N,,,Col.  ,98200,Concepción del Oro, Zacatecas, Zacatecas,,,24.6157475,-101.4190808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  4 VILLA UNION,Calle,Francisco I. Madero ,103,,,,34800,Poanas, Durango,Durango,,,23.9724684,-104.0464825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  35 VISTA HERMOSA,Calle,Francisco I. Madero  ,S/N,,,Col. Centro ,49657,Tamazula, Jalisco,Jalisco,,,19.6901236,-103.2403779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      21 LA CRUZ,Calle,Francisco I. Madero y calle 16  ,12 Sur ,,,Col. Centro ,82700,La Cruz de Elota , Sinaloa,Sinaloa,,,23.9180712,-106.8928977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    51 ANGEL R. CABADA,Calle,Francisco J. Moreno ,S/N,,,,95840,Ángel R. Cabada Norte, Veracruz Norte, Veracruz Norte,,,18.5970628,-95.4433352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  57 IXTLAHUACAN,Calle,Francisco Sarabia ,52,,,Col. Centro ,45260,Ixtlahuacan del Río, Jalisco,Jalisco,,,20.8639896,-103.2364332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  25 LA SAUCEDA,Calle,Francisco Villa ,67,,,Col. Centro ,48520,La Sauceda, Jalisco,Jalisco,,,20.3653885,-103.8227749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      49 CERRO AZUL,Calle,Frontera ,49,,,"Col.  La Ceiba,  ",92500,Cerro Azul Norte, Veracruz Norte, Veracruz Norte,,,21.187816,-97.7419072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      10 JUNGAPEO,Calle,Fuerte de cóporo,45,,,Col. La Granja ,61470,Jungapeo,Michoacán,Michoacán,,,19.4922699,-100.4925991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  28 DEL VALLE,Calle,Gabriel Mancera ,800,,,Col. Del Valle ,3100,México , D.F. ,D.F.,,,19.3855727,-99.1644649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  10 V. AHUMADA,Calle,Galeana,S/N,,,Col Chihuahua,,,,Chihuahua,,,30.1118377,-107.6136371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      57 TANCITARO,Calle,Galeana ,2,,,Col. Centro,,Tancitaro,Michoacán,Michoacán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      55 ZUMPANGO,Calle,Gante galena ,S/N,,,Barrio de Santa María,,,, Edo. México Oriente,,,25.6599185,-100.4026418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      81 JUCHITEPEC,Calle,Garita ,S/N,,,,,,, Edo. México Oriente,,,35.329289,-104.5239067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      36 QUETCHEHUECA,Calle,General Lázaro Cárdenas Ote.,S/N,,,Col.  ,85207,Cajeme, Sonora,Sonora,,,28.5999999,-111.5166671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  14 CUENCAME,Calle,General Severiano Ceniceros ,219,,,,35800,Cuencamé, Durango,Durango,,,24.867965,-103.69416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      55 Culiacán C/UMAA,Calle,Girasol ,S/N,,,Fracc. Terranova,,,,Sinaloa,,,20.5782161,-100.4094152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  92 MIRAVALLE,Calle,Gobernador Curiel,S/N,,,Col. Miravalle ,44990,Guadalajara, Jalisco,Jalisco,,,20.5922662,-103.3486651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     6  S.JUAN DEL RIO,Calle,González Camarena ,S/N,,,Col.  ,76800,San Juan del Río, Querétaro,Querétaro,,,20.3777098,-100.0003682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   159 JESUS MARIA,Calle,González Gallo ,S/N,,,,47950,Tepatitlán, Jalisco,Jalisco,,,20.6052678,-102.2219173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      35 PUEBLO YAQUI,Calle,Graciano Sánchez ,S/N,,,Col.  ,85200,Cajeme, Sonora,Sonora,,,27.354423,-110.0329162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
